time, value
0.0,-5.950927734375
0.1,2.899169921875
0.2,1.52587890625
0.3,4.2724609375
0.4,7.171630859375
0.5,2.899169921875
0.6,7.781982421875
0.7,3.96728515625
0.8,4.119873046875
0.9,-0.30517578125
1.0,4.2724609375
1.1,4.425048828125
1.2,3.662109375
1.3,3.814697265625
1.4,-0.91552734375
1.5,2.288818359375
1.6,-15.2587890625
1.7,-5.035400390625
1.8,8.392333984375
1.9,0.6103515625
2.0,-0.152587890625
2.1,0.152587890625
2.2,0.0
2.3,0.152587890625
2.4,-0.762939453125
2.5,0.6103515625
2.6,0.762939453125
2.7,-1.068115234375
2.8,0.30517578125
2.9,-0.152587890625
3.0,0.152587890625
3.1,-0.762939453125
3.2,0.762939453125
3.3,1.220703125
3.4,0.0
3.5,51.422119140625
3.6,50.811767578125
3.7,0.0
3.8,-0.9664579959022106
3.9,-3.7966198730088223
4.0,0.3604181363949479
4.1,0.3665262251858863
4.2,0.8001079090586813
4.3,-0.779495197325943
4.4,1.5793740402234206
4.5,3.60496607507757
4.6,3.466920046304118
4.7,1.9288521029566752
4.8,8.909635123906867
4.9,6.2519538178584355
5.0,2.806533641301371
5.1,-1.2734252153424706
5.2,3.4731236487379036
5.3,-0.5008447507491169
5.4,1.6062630339696682
5.5,2.013018612786496
5.6,3.466544369625538
5.7,2.457845831430916
5.8,0.6659037944409008
5.9,5.568026207954283
6.0,6.330961768914573
6.1,5.854357258758043
6.2,4.291265653966434
6.3,3.015431573010769
6.4,1.1117700754928954
6.5,3.768700923036995
6.6,5.493480880228848
6.7,4.455465696396459
6.8,2.943874034021455
6.9,4.926381468941532
7.0,3.0791500312504283
7.1,4.726769849547871
7.2,3.3083238361882863
7.3,6.300971898048356
7.4,5.465312485454941
7.5,8.125900385661325
7.6,3.1441473235064556
7.7,3.948107322513387
7.8,5.807867529680021
7.9,5.519386300961987
8.0,5.676954328819459
8.1,4.449806155696727
8.2,5.958096917300299
8.3,4.708937675163622
8.4,4.669881916733555
8.5,2.331669863711099
8.6,6.08689074500122
8.7,3.728762253123975
8.8,1.81880648106171
8.9,1.883139136514524
9.0,6.973748986783869
9.1,4.426066362501844
9.2,5.379226970296324
9.3,4.187693123854999
9.4,2.2249648153491073
9.5,3.916294689800571
9.6,-0.04597979627579818
9.7,2.3927785931245626
9.8,1.6197218384251801
9.9,5.722192563905821
10.0,7.528739777971714
10.1,7.039538907451776
10.2,0.8978274541210762
10.3,6.803967601641128
10.4,4.311344757359786
10.5,3.0331547634109697
10.6,0.22297040217783426
10.7,4.425864539931299
10.8,6.028947330579527
10.9,2.5909561514622688
11.0,1.5888377243726133
11.1,3.633080234362291
11.2,5.36688333701021
11.3,1.7549766010826247
11.4,2.8682875585119927
11.5,2.4508363148702594
11.6,4.622616486011156
11.7,1.4491753515547092
11.8,1.3229615846361682
11.9,0.4293897767151966
12.0,7.160903007490201
12.1,1.5285940068364487
12.2,1.9957013150606402
12.3,1.3906952852634529
12.4,-0.13373747839936545
12.5,5.662245394107179
12.6,1.536306161373128
12.7,1.8317981229836455
12.8,3.649640676760021
12.9,-0.48688570353761484
13.0,1.6293351956140345
13.1,0.8431128024813974
13.2,-1.7773568287571546
13.3,-1.6543581549963058
13.4,-1.3818084386860114
13.5,-1.4173963716551272
13.6,-0.54034570012145
13.7,0.4864754460161622
13.8,-1.3886211834928757
13.9,-2.8086341501472107
14.0,2.0248425594616357
14.1,6.703182075007447
14.2,1.1556465577663788
14.3,-1.1899682287919293
14.4,-0.7913660837595469
14.5,-2.683889003242823
14.6,0.9145023873860869
14.7,1.0011780878365544
14.8,1.3908895388678935
14.9,-0.9680682344744125
15.0,-0.8876554179585252
15.1,-3.7083979228314665
15.2,-4.08967055752958
15.3,-2.336601293914633
15.4,-5.4681864717663995
15.5,-4.634282957138026
15.6,-0.4451979576809988
15.7,-3.2768647761719123
15.8,-4.889495127223739
15.9,-5.130459970289683
16.0,3.324499578556867
16.1,-4.854167181417662
16.2,-1.7428380892663582
16.3,-4.12614387975023
16.4,2.0340376993092515
16.5,-4.014211059021994
16.6,-6.40171498615321
16.7,-1.3137431257529335
16.8,-1.5676454314412087
16.9,-7.926329308751716
17.0,-0.24816193885098392
17.1,-1.4212964308771674
17.2,-3.3585448497611656
17.3,-3.465884057018197
17.4,-2.3536373332481846
17.5,-5.667529047958656
17.6,-5.015198314199079
17.7,-4.058728268620879
17.8,-7.223142148827615
17.9,-4.895377886755072
18.0,-5.467745124321267
18.1,-7.2617533232116225
18.2,-7.988560968789791
18.3,-5.664502899374867
18.4,-4.867193807750924
18.5,-4.681084868025074
18.6,-4.648391456575427
18.7,-1.220703125
18.8,-5.340576171875
18.9,-5.18798828125
19.0,-3.204345703125
19.1,-7.01904296875
19.2,-1.373291015625
19.3,-1.373291015625
19.4,-4.8828125
19.5,-2.288818359375
19.6,-5.950927734375
19.7,-2.74658203125
19.8,-4.425048828125
19.9,-5.035400390625
20.0,-5.645751953125
20.1,-5.645751953125
20.2,-5.645751953125
20.3,-2.288818359375
20.4,-7.476806640625
20.5,-3.96728515625
20.6,-4.425048828125
20.7,-1.373291015625
20.8,-5.645751953125
20.9,-3.96728515625
21.0,-7.476806640625
21.1,-5.645751953125
21.2,-8.23974609375
21.3,-1.678466796875
21.4,-4.730224609375
21.5,-4.425048828125
21.6,-8.392333984375
21.7,-6.103515625
21.8,-6.103515625
21.9,-4.2724609375
22.0,-7.62939453125
22.1,-4.2724609375
22.2,-2.74658203125
22.3,-4.57763671875
22.4,-4.730224609375
22.5,-5.4931640625
22.6,-7.32421875
22.7,-5.340576171875
22.8,-3.96728515625
22.9,-8.392333984375
23.0,-8.23974609375
23.1,-7.9345703125
23.2,-4.8828125
23.3,-5.035400390625
23.4,-7.781982421875
23.5,-4.8828125
23.6,-2.74658203125
23.7,-2.74658203125
23.8,-4.425048828125
23.9,-2.593994140625
24.0,-6.256103515625
24.1,-2.899169921875
24.2,-3.0517578125
24.3,-5.950927734375
24.4,-6.866455078125
24.5,-7.01904296875
24.6,-6.256103515625
24.7,-6.7138671875
24.8,-3.509521484375
24.9,-5.950927734375
25.0,-5.340576171875
25.1,-8.23974609375
25.2,-8.087158203125
25.3,-8.087158203125
25.4,-6.103515625
25.5,-9.002685546875
25.6,-7.171630859375
25.7,-2.13623046875
25.8,-5.79833984375
25.9,-4.425048828125
26.0,-7.32421875
26.1,-6.561279296875
26.2,-2.13623046875
26.3,-5.035400390625
26.4,-6.866455078125
26.5,-2.899169921875
26.6,-9.1552734375
26.7,-5.340576171875
26.8,-4.57763671875
26.9,-3.509521484375
27.0,-3.96728515625
27.1,-6.40869140625
27.2,-4.2724609375
27.3,-4.425048828125
27.4,-4.425048828125
27.5,-5.645751953125
27.6,-10.833740234375
27.7,-6.7138671875
27.8,-5.79833984375
27.9,-8.544921875
28.0,-7.781982421875
28.1,-5.18798828125
28.2,-10.223388671875
28.3,-6.103515625
28.4,-8.23974609375
28.5,-5.18798828125
28.6,-8.087158203125
28.7,-7.9345703125
28.8,-7.01904296875
28.9,-7.781982421875
29.0,-7.62939453125
29.1,-8.544921875
29.2,-8.85009765625
29.3,-8.85009765625
29.4,-4.119873046875
29.5,-7.781982421875
29.6,-4.8828125
29.7,-5.035400390625
29.8,-5.950927734375
29.9,-1.52587890625
30.0,-4.730224609375
30.1,-3.662109375
30.2,-7.171630859375
30.3,-5.645751953125
30.4,-7.9345703125
30.5,-6.866455078125
30.6,-10.986328125
30.7,-6.40869140625
30.8,-10.68115234375
30.9,-5.645751953125
31.0,-2.593994140625
31.1,-4.730224609375
31.2,-5.4931640625
31.3,-5.340576171875
31.4,-5.340576171875
31.5,-6.866455078125
31.6,-2.593994140625
31.7,-5.645751953125
31.8,-1.220703125
31.9,-6.561279296875
32.0,-11.29150390625
32.1,-7.01904296875
32.2,-10.3759765625
32.3,-6.103515625
32.4,-6.103515625
32.5,-9.002685546875
32.6,-7.32421875
32.7,-4.730224609375
32.8,-6.7138671875
32.9,-8.544921875
33.0,-6.103515625
33.1,-5.340576171875
33.2,-4.730224609375
33.3,-5.035400390625
33.4,-2.593994140625
33.5,-5.79833984375
33.6,-3.814697265625
33.7,-7.62939453125
33.8,-5.950927734375
33.9,-4.730224609375
34.0,-6.866455078125
34.1,-4.425048828125
34.2,-4.425048828125
34.3,-6.7138671875
34.4,-7.171630859375
34.5,-8.544921875
34.6,-6.256103515625
34.7,-4.119873046875
34.8,-10.986328125
34.9,-10.223388671875
35.0,-6.7138671875
35.1,-8.392333984375
35.2,-4.730224609375
35.3,-6.40869140625
35.4,-7.32421875
35.5,-7.781982421875
35.6,-7.171630859375
35.7,-9.307861328125
35.8,-7.62939453125
35.9,-5.79833984375
36.0,-3.814697265625
36.1,-6.7138671875
36.2,-9.307861328125
36.3,-2.899169921875
36.4,-5.340576171875
36.5,-6.7138671875
36.6,-11.5966796875
36.7,-6.7138671875
36.8,-12.20703125
36.9,-6.256103515625
37.0,-6.866455078125
37.1,-5.950927734375
37.2,-7.781982421875
37.3,-5.79833984375
37.4,-5.645751953125
37.5,-7.32421875
37.6,-7.476806640625
37.7,-5.4931640625
37.8,-3.509521484375
37.9,-7.171630859375
38.0,-8.544921875
38.1,-7.32421875
38.2,-5.79833984375
38.3,-7.781982421875
38.4,-7.9345703125
38.5,-3.814697265625
38.6,-8.85009765625
38.7,-7.62939453125
38.8,-6.561279296875
38.9,-4.119873046875
39.0,-3.509521484375
39.1,-5.79833984375
39.2,-5.645751953125
39.3,-4.425048828125
39.4,-7.01904296875
39.5,-5.950927734375
39.6,-3.662109375
39.7,-6.7138671875
39.8,-0.91552734375
39.9,-3.96728515625
40.0,-3.35693359375
40.1,-6.256103515625
40.2,-6.40869140625
40.3,-2.288818359375
40.4,-5.035400390625
40.5,-5.4931640625
40.6,0.457763671875
40.7,-3.814697265625
40.8,-2.74658203125
40.9,-2.74658203125
41.0,-1.068115234375
41.1,-2.74658203125
41.2,-1.068115234375
41.3,1.220703125
41.4,-1.983642578125
41.5,-6.561279296875
41.6,1.983642578125
41.7,-2.593994140625
41.8,1.068115234375
41.9,-5.79833984375
42.0,-1.983642578125
42.1,-2.44140625
42.2,-2.593994140625
42.3,-6.103515625
42.4,-3.509521484375
42.5,-0.6103515625
42.6,-0.6103515625
42.7,-4.730224609375
42.8,-5.340576171875
42.9,-2.44140625
43.0,-1.983642578125
43.1,-4.425048828125
43.2,-5.035400390625
43.3,-3.814697265625
43.4,-4.730224609375
43.5,-1.678466796875
43.6,-4.8828125
43.7,-4.119873046875
43.8,-3.814697265625
43.9,-4.8828125
44.0,-4.2724609375
44.1,-4.57763671875
44.2,-5.035400390625
44.3,-3.204345703125
44.4,-4.2724609375
44.5,-1.068115234375
44.6,-1.220703125
44.7,-1.8310546875
44.8,-6.103515625
44.9,-4.8828125
45.0,-8.697509765625
45.1,-5.645751953125
45.2,-9.613037109375
45.3,-5.340576171875
45.4,-3.662109375
45.5,-8.392333984375
45.6,-3.96728515625
45.7,-5.950927734375
45.8,-8.23974609375
45.9,-5.18798828125
46.0,-4.57763671875
46.1,-3.0517578125
46.2,-2.899169921875
46.3,-5.79833984375
46.4,-4.8828125
46.5,-2.899169921875
46.6,-4.425048828125
46.7,-4.57763671875
46.8,-8.697509765625
46.9,-7.32421875
47.0,-2.74658203125
47.1,-1.373291015625
47.2,-4.2724609375
47.3,-8.392333984375
47.4,-5.18798828125
47.5,-5.645751953125
